Y (mm),Density at X = 1.442 mm (atoms/mmÂ³)
-7.209,5177279.433805197
-7.19565,-18435631.75821872
-7.1823,-8843808.55803167
-7.16895,13463032.121459208
-7.1556,15921146.086032284
-7.14225,4480780.609674031
-7.1289,-4793925.0863482095
-7.11555,-956649.0793478293
-7.1022,-9321112.969199106
-7.08885,3605707.8775613313
-7.0755,8190608.033146282
-7.062149999999999,-5648044.31620294
-7.048799999999999,-13774298.195073461
-7.035449999999999,2687516.287537822
-7.022099999999999,2222377.324212144
-7.008749999999999,782039.0358685986
-6.995399999999999,-13838555.002419284
-6.982049999999999,-15641231.980039464
-6.968699999999999,-10014958.656624904
-6.955349999999999,-7427486.765010361
-6.941999999999999,-9646.342432806274
-6.928649999999999,-9340267.591771377
-6.915299999999999,-6666116.827588227
-6.901949999999999,6507235.250683845
-6.888599999999999,-2054254.3488811865
-6.875249999999999,-9091137.79212531
-6.8618999999999994,-3876154.085319673
-6.8485499999999995,16669327.570691545
-6.8351999999999995,5775166.556303003
-6.8218499999999995,19419340.27780932
-6.8084999999999996,26918848.52668843
-6.79515,34048347.27072137
-6.7818,7513361.6281411415
-6.76845,-7438420.949980897
-6.7551,8157653.871772876
-6.74175,12763601.418643015
-6.7284,2386793.274769518
-6.71505,26189380.888488986
-6.7017,29253631.225873876
-6.68835,31455753.412024897
-6.675,-2019925.8139713153
-6.66165,29353792.341824427
-6.6483,35231019.04388937
-6.63495,29100609.453757208
-6.6216,15959363.677616606
-6.60825,-7100184.207056252
-6.594899999999999,-12915050.406052258
-6.581549999999999,-17716808.716446407
-6.568199999999999,-28608342.033188086
-6.554849999999999,-37602026.69265948
-6.541499999999999,-19413275.62184649
-6.528149999999999,-29234420.593429998
-6.514799999999999,-16519869.956348324
-6.501449999999999,16214187.43558979
-6.488099999999999,12845562.354590427
-6.474749999999999,13604727.877113473
-6.461399999999999,8093572.277636612
-6.448049999999999,28380196.020242814
-6.434699999999999,4618511.601442728
-6.4213499999999994,924627.7278292777
-6.4079999999999995,23905673.498075042
-6.3946499999999995,20426912.381177813
-6.3812999999999995,31062708.57490505
-6.3679499999999996,11815502.148755636
-6.3546,-7442857.436975433
-6.34125,-7635672.328504925
-6.3279,-25930463.553151425
-6.31455,-12854960.353046123
-6.3012,-3597526.057012475
-6.28785,13555597.195408685
-6.2745,9186451.060794862
-6.26115,33321628.417315755
-6.2478,29031040.64607986
-6.23445,31975172.74716581
-6.2211,7037925.508881024
-6.20775,-4300769.29082608
-6.1944,-5297656.793858864
-6.18105,4810525.442181445
-6.1677,16638152.984246945
-6.15435,8783261.912124574
-6.140999999999999,-11360976.275698176
-6.127649999999999,-13898851.756121015
-6.114299999999999,-9488373.87488381
-6.100949999999999,-7816519.326008271
-6.087599999999999,5041295.2703836495
-6.074249999999999,-42918700.88267987
-6.060899999999999,-66338609.664022826
-6.047549999999999,1471194.0983375309
-6.034199999999999,-26257715.942132033
-6.020849999999999,-14928118.68846634
-6.007499999999999,-19828172.153007228
-5.994149999999999,-5005453.65894785
-5.9807999999999995,-4252677.526864004
-5.9674499999999995,-6285580.037195616
-5.9540999999999995,22089167.71661016
-5.9407499999999995,37858141.372422904
-5.9274,11911308.724341858
-5.91405,15466860.962523768
-5.9007,2187543.8791294177
-5.88735,-24444088.560186166
-5.874,13222747.978794182
-5.86065,18149443.5183916
-5.8473,8939529.933105314
-5.83395,-1704161.9198647786
-5.8206,10592412.91481597
-5.80725,-13084411.712459639
-5.7939,-5962489.146120799
-5.78055,-8890964.262510462
-5.7672,-2373571.1095442516
-5.75385,3013012.061264658
-5.7405,-13747039.298662078
-5.72715,15636109.886350242
-5.7138,729223.9433221612
-5.70045,8789844.070605874
-5.687099999999999,2165904.6110314187
-5.673749999999999,8804613.677572489
-5.660399999999999,-10670859.277096983
-5.647049999999999,-10453659.062703628
-5.633699999999999,-4914870.066590713
-5.620349999999999,-4723015.3563478375
-5.606999999999999,-14230956.951750614
-5.593649999999999,-16764090.520532101
-5.580299999999999,-4454150.956673432
-5.566949999999999,8777649.442811577
-5.553599999999999,-6458021.160356437
-5.5402499999999995,-15604701.892089276
-5.5268999999999995,13799424.277130853
-5.5135499999999995,-11594960.446350286
-5.5001999999999995,-17648125.51801334
-5.48685,-8921898.93826561
-5.4735,-17845058.174711127
-5.46015,-20931733.310976174
-5.4468,-17842798.238149706
-5.43345,-5194996.604336362
-5.4201,-8340290.486624908
-5.40675,-9843728.294735953
-5.3934,13404636.299234828
-5.38005,-4988848.911781046
-5.3667,-11599418.717061538
-5.35335,-14318092.366709184
-5.34,16594413.351121651
-5.32665,19658392.542796277
-5.3133,15136533.645562192
-5.29995,-16472940.259859782
-5.2866,-6639805.309554688
-5.27325,7545173.920471063
-5.2599,-11331775.812620252
-5.24655,-17911687.69760578
-5.233199999999999,-2909957.1974540604
-5.219849999999999,-25077017.851255655
-5.206499999999999,18992570.391450565
-5.193149999999999,13856592.168549184
-5.179799999999999,40960863.76686637
-5.166449999999999,11660062.467403507
-5.153099999999999,-6474347.518215207
-5.139749999999999,-9799048.829421554
-5.126399999999999,-18563816.448299225
-5.113049999999999,735006.7909606098
-5.0996999999999995,-7120665.931028637
-5.0863499999999995,-1889724.4945200419
-5.0729999999999995,5145817.0093752025
-5.0596499999999995,11315234.913598819
-5.0463,24410056.67338568
-5.03295,27656144.66661298
-5.0196,24836228.790243693
-5.00625,34232166.36441765
-4.9929,6694075.105508098
-4.97955,17695791.441149555
-4.9662,8440197.38133895
-4.95285,19669872.23279981
-4.9395,5807651.12100744
-4.92615,14397939.302656744
-4.9128,-2206236.36697186
-4.89945,-20861476.71070168
-4.8861,-522342.0173464042
-4.87275,-4734185.024524267
-4.8594,-6241896.399024772
-4.84605,10740571.012007643
-4.8327,21117378.88976691
-4.81935,7390960.2185599385
-4.806,51757641.30968863
-4.79265,4537791.395325726
-4.779299999999999,-5029055.073163984
-4.765949999999999,-8901309.111528395
-4.752599999999999,-2133209.7236052896
-4.739249999999999,-2725129.680861111
-4.725899999999999,-4397023.894154663
-4.712549999999999,13001806.902365511
-4.699199999999999,18687316.624217495
-4.685849999999999,1915573.9257713193
-4.672499999999999,-2770329.8236355064
-4.6591499999999995,-2122095.339389403
-4.6457999999999995,-16729616.409798425
-4.6324499999999995,-2210731.558193277
-4.6190999999999995,-4576315.776797185
-4.60575,6605473.1375394985
-4.5924,5135212.181494818
-4.57905,-3331234.041821239
-4.5657,4970257.349144685
-4.55235,-7662652.904770576
-4.539,5826085.764356363
-4.52565,-269875.5213775324
-4.5123,2513197.806944421
-4.49895,-2588421.1620249646
-4.4856,-13749220.126957387
-4.47225,-3610563.229368729
-4.4589,-14045595.181941662
-4.44555,-22957909.478616245
-4.4322,-24991899.151910868
-4.41885,6698382.121610342
-4.4055,7105482.545700534
-4.39215,-11461657.413013123
-4.3788,676761.9521684722
-4.36545,-7939848.249231244
-4.3521,-7620230.800022002
-4.33875,-13738691.015907615
-4.325399999999999,-23855009.335391432
-4.312049999999999,3482443.7188009447
-4.298699999999999,-5820429.279162091
-4.285349999999999,-1672077.5716758522
-4.271999999999999,3547388.982743939
-4.258649999999999,16021271.195350733
-4.245299999999999,21867877.779267993
-4.231949999999999,17925351.17600409
-4.2185999999999995,-6215288.578310979
-4.2052499999999995,-21107108.77701874
-4.1918999999999995,-12329043.14991198
-4.1785499999999995,2030396.1591949442
-4.1652,6724771.392546691
-4.15185,-8856057.252501415
-4.1385,32251753.112298287
-4.12515,13671068.651437733
-4.1118,-26535760.231646266
-4.09845,-14274221.265902104
-4.0851,8615536.721829087
-4.07175,9086796.711968726
-4.0584,-8279552.940472263
-4.04505,11404721.786515078
-4.0317,-4319487.395835824
-4.01835,-3403925.4596014144
-4.005,11039186.514519593
-3.99165,-1960585.1252438526
-3.9782999999999995,23929286.358725756
-3.9649499999999995,-1242838.5293478775
-3.9515999999999996,19988307.256635558
-3.9382499999999996,23791579.35047918
-3.9248999999999996,8880750.146954194
-3.9115499999999996,37796093.26075402
-3.8981999999999997,36179656.98289881
-3.8848499999999997,33745492.23159614
-3.8714999999999997,24469928.106739704
-3.8581499999999997,15109238.769435491
-3.8447999999999998,18638386.287487615
-3.83145,13164203.256348934
-3.8181,-1544912.6092209101
-3.80475,4721530.670270069
-3.7914,13601826.65102433
-3.77805,18547060.30185712
-3.7647,8877210.451795712
-3.7513499999999995,14557493.16570471
-3.7379999999999995,-1171913.1132473773
-3.7246499999999996,2745358.560793897
-3.7112999999999996,-1932472.4485556174
-3.6979499999999996,11596121.401970051
-3.6845999999999997,30584086.739953607
-3.6712499999999997,15833505.369918142
-3.6578999999999997,9707787.28993665
-3.6445499999999997,14408537.491154019
-3.6311999999999998,13013498.305028886
-3.61785,1266290.5665859545
-3.6045,4876360.373758867
-3.59115,-12672412.904160464
-3.5778,-1180225.8924438788
-3.56445,11396503.313724399
-3.5511,-1138280.6256330423
-3.53775,-5134165.85039334
-3.5243999999999995,20397313.888323117
-3.5110499999999996,-705298.5590452859
-3.4976999999999996,-12352263.194091722
-3.4843499999999996,24300306.95877042
-3.4709999999999996,23757067.699279796
-3.4576499999999997,29964975.75454013
-3.4442999999999997,32494059.990383934
-3.4309499999999997,38907191.997900575
-3.4175999999999997,21590370.10578276
-3.4042499999999998,57594739.43102959
-3.3909,34664410.52647924
-3.37755,14048494.230525885
-3.3642,35250627.684847645
-3.35085,34292634.68626167
-3.3375,37562721.447829045
-3.32415,69116616.16579185
-3.3108,30567128.32060377
-3.2974499999999995,42352172.07296211
-3.2840999999999996,57238343.32313311
-3.2707499999999996,38467529.9690756
-3.2573999999999996,45141369.053246714
-3.2440499999999997,25614615.71855705
-3.2306999999999997,17409386.137112327
-3.2173499999999997,17240093.100583564
-3.2039999999999997,21134666.12448918
-3.1906499999999998,25285980.350678753
-3.1773,2756036.708038518
-3.16395,603705.8591848697
-3.1506,21694576.543790855
-3.13725,5466234.084356315
-3.1239,19137506.828744162
-3.11055,11973661.386487128
-3.0972,50790067.32654372
-3.08385,29076051.292735737
-3.0704999999999996,14249613.61663448
-3.0571499999999996,48159358.181985356
-3.0437999999999996,27091131.552969716
-3.0304499999999996,9515475.20267503
-3.0170999999999997,29659136.111680232
-3.0037499999999997,40013684.24255
-2.9903999999999997,39786933.34124037
-2.9770499999999998,43058447.23697409
-2.9637,38266649.511377856
-2.95035,53352363.3690875
-2.937,38417943.74790534
-2.92365,46391362.818763144
-2.9103,46580839.46611566
-2.89695,45846254.99054975
-2.8836,65835218.86358195
-2.87025,70324029.62054187
-2.8569,42936772.04954613
-2.8435499999999996,27360408.333549142
-2.8301999999999996,60048302.323087215
-2.8168499999999996,55556621.5314228
-2.8034999999999997,53628181.20666606
-2.7901499999999997,71020234.5234785
-2.7767999999999997,36523110.75405832
-2.7634499999999997,41004225.50749808
-2.7500999999999998,54777250.026180625
-2.73675,60249087.12355644
-2.7234,48366286.805964366
-2.71005,29703470.814142365
-2.6967,50970716.115114585
-2.68335,56886134.685478956
-2.67,77050090.42291917
-2.65665,103027844.51840469
-2.6433,78656754.39531876
-2.62995,58304998.938687086
-2.6165999999999996,44522714.71154794
-2.6032499999999996,46492680.44081249
-2.5898999999999996,104396806.50189699
-2.5765499999999997,65939487.68727068
-2.5631999999999997,65998162.56141362
-2.5498499999999997,72354183.1377995
-2.5364999999999998,71796463.42087288
-2.52315,63530655.79126386
-2.5098,107291819.50354941
-2.49645,100715406.92712188
-2.4831,90949294.20674539
-2.46975,106562567.62198764
-2.4564,89169203.29364367
-2.44305,122076363.99459185
-2.4297,111802334.91901882
-2.41635,136175070.0293545
-2.403,86169798.12922795
-2.3896499999999996,64761510.241302885
-2.3762999999999996,86271094.94449204
-2.3629499999999997,115831588.6335183
-2.3495999999999997,127419275.45171706
-2.3362499999999997,147142690.037109
-2.3228999999999997,148714620.78525686
-2.3095499999999998,150691347.34802964
-2.2962,108874115.72943914
-2.28285,136779010.64406934
-2.2695,164729399.67286447
-2.25615,125412312.91764712
-2.2428,160583318.19636977
-2.22945,154758778.14594603
-2.2161,151792908.90291718
-2.20275,130996522.42015092
-2.1894,127109313.65348439
-2.17605,149282987.45459354
-2.1626999999999996,156451524.24574637
-2.1493499999999996,166120954.05367285
-2.1359999999999997,150121494.62257922
-2.1226499999999997,151376036.7346286
-2.1092999999999997,198416083.18932098
-2.0959499999999998,241687451.26109794
-2.0826,181254289.84483492
-2.06925,180837165.1244819
-2.0559,208286845.34354308
-2.04255,184909800.2088631
-2.0292,185726224.69223493
-2.01585,189755689.4713131
-2.0025,187319276.11806807
-1.9891499999999998,190992044.30730847
-1.9757999999999998,223326914.48472092
-1.9624499999999998,237885680.40506378
-1.9490999999999998,202779825.78087986
-1.9357499999999999,227602315.3825455
-1.9223999999999999,180950247.78149545
-1.90905,214256535.14538333
-1.8957,260421750.5140438
-1.88235,171554395.7156963
-1.8689999999999998,219836596.80736566
-1.8556499999999998,230364015.57987645
-1.8422999999999998,281259212.0583045
-1.8289499999999999,302135017.3678794
-1.8155999999999999,251444880.67585748
-1.80225,305423726.0572918
-1.7889,253096065.54195568
-1.77555,248784896.50625035
-1.7621999999999998,310439854.5594779
-1.7488499999999998,366584670.6501799
-1.7354999999999998,337037062.95602596
-1.7221499999999998,310404797.07016927
-1.7087999999999999,253482675.15191722
-1.69545,302651653.00141263
-1.6821,328323841.6448261
-1.66875,293530431.6483119
-1.6554,253168761.5472855
-1.6420499999999998,285938864.0237663
-1.6286999999999998,301933754.9291104
-1.6153499999999998,315195896.5296341
-1.6019999999999999,340070626.93922645
-1.58865,305821471.8863032
-1.5753,331186737.0548046
-1.56195,323087500.48472375
-1.5486,293164395.786708
-1.5352499999999998,334835382.0262497
-1.5218999999999998,302720828.583172
-1.5085499999999998,358874609.7746324
-1.4951999999999999,287072039.93782246
-1.48185,291711478.1837596
-1.4685,329634288.5393886
-1.45515,310580091.1521594
-1.4418,321759719.1708895
-1.42845,310174874.6462894
-1.4150999999999998,321952201.49852914
-1.4017499999999998,274233917.80567837
-1.3883999999999999,314609660.6427284
-1.3750499999999999,338025331.1347064
-1.3617,293747281.5420849
-1.34835,356712740.1850583
-1.335,337848668.2552398
-1.32165,240639903.76275572
-1.3082999999999998,282565556.34979135
-1.2949499999999998,314227104.8233894
-1.2815999999999999,252519313.3310254
-1.2682499999999999,314302942.61789685
-1.2549,268386607.12039185
-1.24155,215415316.52823594
-1.2282,213869141.6473596
-1.21485,280497276.5010598
-1.2015,287043760.46794933
-1.1881499999999998,248350649.22833347
-1.1747999999999998,293262035.6847867
-1.1614499999999999,326800963.7621029
-1.1481,256277371.09460524
-1.13475,238161556.62083235
-1.1214,271568606.383955
-1.10805,265138536.12422818
-1.0947,337540635.215424
-1.0813499999999998,193603203.39497986
-1.0679999999999998,294874639.8037476
-1.0546499999999999,164640991.17985734
-1.0413,263710805.1741182
-1.02795,280149835.22506434
-1.0146,293897931.20771843
-1.00125,211284832.2333196
-0.9878999999999999,263422974.95688087
-0.9745499999999999,265451330.23529717
-0.9611999999999999,266522912.59442297
-0.94785,254772270.85700104
-0.9344999999999999,265919952.31709665
-0.9211499999999999,274264364.154884
-0.9077999999999999,131531843.58460893
-0.89445,244848299.80835772
-0.8810999999999999,285712528.7751967
-0.8677499999999999,254216250.41099453
-0.8543999999999999,228431156.8552347
-0.84105,281395137.65752745
-0.8277,266806922.7947579
-0.8143499999999999,222576409.1621147
-0.8009999999999999,219046417.0913763
-0.78765,238046135.48371103
-0.7743,227081584.015763
-0.7609499999999999,290526753.92953426
-0.7475999999999999,214947955.2185637
-0.73425,185752505.89638117
-0.7209,286642458.3828137
-0.7075499999999999,163472731.75953794
-0.6941999999999999,172039430.1681449
-0.68085,188908400.9861068
-0.6675,239090547.13956162
-0.6541499999999999,226927401.09271404
