Y (mm),Density at X = -0.280 mm (atoms/mmÂ³)
-1.9891499999999998,208244415.95126238
-1.9757999999999998,437372113.77138007
-1.9624499999999998,549119274.0520284
-1.9490999999999998,380234589.23034394
-1.9357499999999999,275644844.42045945
-1.9223999999999999,321700944.4385039
-1.90905,361907819.6794249
-1.8957,356565121.3544947
-1.88235,303715660.3670554
-1.8689999999999998,227403285.85167244
-1.8556499999999998,141831041.86544216
-1.8422999999999998,467210083.3221799
-1.8289499999999999,461774372.65045786
-1.8155999999999999,297030456.3950035
-1.80225,326167827.7254088
-1.7889,208772315.86353752
-1.77555,310937697.70323646
-1.7621999999999998,417147470.1277725
-1.7488499999999998,210422268.4045496
-1.7354999999999998,385051914.85027564
-1.7221499999999998,532709715.7290489
-1.7087999999999999,420865254.5253839
-1.69545,308340260.7181549
-1.6821,343318591.0940815
-1.66875,308197177.0053183
-1.6554,246058176.55190197
-1.6420499999999998,322751253.63887525
-1.6286999999999998,517122191.0397872
-1.6153499999999998,293468174.62935686
-1.6019999999999999,201072018.84451035
-1.58865,282447859.94444233
-1.5753,284362943.95547634
-1.56195,300292740.1935747
-1.5486,462644936.80831456
-1.5352499999999998,213747969.24419424
-1.5218999999999998,256813409.00102705
-1.5085499999999998,430127939.2328444
-1.4951999999999999,460846670.0748982
-1.48185,410028918.37060285
-1.4685,281231457.95312387
-1.45515,112530101.73211147
-1.4418,471915939.3170098
-1.42845,279828847.74723953
-1.4150999999999998,45343038.68958262
-1.4017499999999998,175095684.63785714
-1.3883999999999999,256767640.15894365
-1.3750499999999999,279062831.9880022
-1.3617,260647904.9534117
-1.34835,237036285.11212072
-1.335,471795500.1004512
-1.32165,359157031.71381503
-1.3082999999999998,356980813.705494
-1.2949499999999998,341437764.5322964
-1.2815999999999999,345489178.4305997
-1.2682499999999999,106239100.53978625
-1.2549,109147021.92770423
-1.24155,244116201.61995056
-1.2282,162067622.00272095
-1.21485,300894618.3563467
-1.2015,81348794.74436751
-1.1881499999999998,27951832.881260365
-1.1747999999999998,360109543.9922059
-1.1614499999999999,147579139.50343576
-1.1481,-124791455.06271498
-1.13475,337906191.72085685
-1.1214,300106075.2547381
-1.10805,143633902.17983976
-1.0947,110792450.76364571
-1.0813499999999998,278862205.37585574
-1.0679999999999998,-60836600.15607275
-1.0546499999999999,172991535.98269704
-1.0413,206947117.8987583
-1.02795,-33678420.9802846
-1.0146,288540420.59895027
-1.00125,175664363.84124914
-0.9878999999999999,-48837300.91256792
-0.9745499999999999,38715192.43784774
-0.9611999999999999,214191890.80062723
-0.94785,96214019.48447075
-0.9344999999999999,291966775.4691163
-0.9211499999999999,172070264.03696328
-0.9077999999999999,122494860.0065488
-0.89445,74138468.62959638
-0.8810999999999999,159315398.11313704
-0.8677499999999999,352870390.66127944
-0.8543999999999999,264510263.95420083
-0.84105,274620971.2251064
-0.8277,70036246.64934255
-0.8143499999999999,173831431.6122329
-0.8009999999999999,293779806.4407146
-0.78765,156048715.771417
-0.7743,21476441.20504999
-0.7609499999999999,98187812.5491444
-0.7475999999999999,234736960.96420294
-0.73425,-40201320.735879615
-0.7209,226209597.87542546
-0.7075499999999999,281263228.87256044
-0.6941999999999999,142251654.4781496
-0.68085,-80282127.85044034
-0.6675,-33537481.059677523
-0.6541499999999999,8683646.155264974
-0.6407999999999999,98126456.64306702
-0.62745,151303691.77237234
-0.6141,184118459.79640272
-0.60075,177102260.3467646
-0.5873999999999999,240762891.8713471
-0.57405,191582459.85404772
-0.5607,41762866.28813845
-0.54735,-144593072.37711784
-0.5339999999999999,194505383.34691897
-0.52065,298076032.9399367
-0.5073,296460279.4781636
-0.49394999999999994,271010606.2312397
-0.48059999999999997,-30612783.24443511
-0.46724999999999994,122563111.71412997
-0.45389999999999997,104003478.63991244
-0.44054999999999994,-162324259.35340467
-0.42719999999999997,311836326.5691882
-0.41385,63254998.87532189
-0.40049999999999997,-161857317.59235445
-0.38715,205102331.7167634
-0.37379999999999997,-100558774.40227896
-0.36045,140365395.87265754
-0.34709999999999996,179003580.01627854
-0.33375,-47863081.05169218
-0.32039999999999996,86240130.97699003
-0.30705,181806763.15040934
-0.29369999999999996,62196644.12825793
-0.28035,-236853871.79657596
-0.26699999999999996,-39051449.56441705
-0.25365,282488728.4195922
-0.24029999999999999,156866604.773148
-0.22694999999999999,202645564.4689643
-0.21359999999999998,-27994864.198185574
-0.20024999999999998,41903744.59526422
-0.18689999999999998,-258588210.2915533
-0.17354999999999998,-140357749.3527283
-0.16019999999999998,-77055362.08002084
-0.14684999999999998,107411696.78426026
-0.13349999999999998,122986632.12856849
-0.12014999999999999,85463110.34459838
-0.10679999999999999,-70588154.09432168
-0.09344999999999999,280275809.92219293
-0.08009999999999999,7490732.34256418
-0.06674999999999999,-84225985.5087699
-0.053399999999999996,285656592.1568058
-0.040049999999999995,-80575531.5431974
-0.026699999999999998,-239939866.42821664
-0.013349999999999999,-242580624.65472403
0.0,-133538248.75316684
0.013349999999999999,-147052557.6811023
0.026699999999999998,165049524.92730525
0.040049999999999995,-184393980.0735712
0.053399999999999996,-86343166.4000788
0.06674999999999999,90607441.67633948
0.08009999999999999,90209036.28127337
0.09344999999999999,-364876837.4932324
0.10679999999999999,120560836.21778709
0.12014999999999999,-57622308.94830448
0.13349999999999998,-346736946.49860275
0.14684999999999998,-59384021.50215689
0.16019999999999998,278683578.14328367
0.17354999999999998,112722540.68952191
0.18689999999999998,-1741860.0456628548
0.20024999999999998,-83821123.0403519
0.21359999999999998,139260953.47983575
0.22694999999999999,240068019.85141903
0.24029999999999999,197444696.7786484
0.25365,-203827746.01026464
0.26699999999999996,19667065.60402987
0.28035,216095639.82725263
0.29369999999999996,147379909.34165034
0.30705,-163112995.60239297
0.32039999999999996,-66633779.914729156
0.33375,46319397.77368102
0.34709999999999996,101218718.83599414
0.36045,52142882.04950808
0.37379999999999997,87372617.84671594
0.38715,194531535.50545382
0.40049999999999997,-84609405.55355257
0.41385,77780924.67976803
0.42719999999999997,8433758.96513099
0.44054999999999994,-107848983.93095613
0.45389999999999997,238520493.7279067
0.46724999999999994,46632524.1616307
0.48059999999999997,129003829.19139996
0.49394999999999994,130684470.49135707
0.5073,41312904.361084044
0.52065,26643398.910932474
0.5339999999999999,252707055.68842313
0.54735,-38121663.47143765
0.5607,-7283031.92025485
0.57405,181153310.53582677
0.5873999999999999,19130438.35369273
0.60075,-137132173.33002838
0.6141,-137036137.66408283
0.62745,170302161.51090768
0.6407999999999999,-98310386.55161172
0.6541499999999999,146734353.20750904
0.6675,42673454.33543872
0.68085,-209196318.93550226
0.6941999999999999,-96760313.5697041
0.7075499999999999,-228170199.7127779
0.7209,219209975.98865747
0.73425,62066605.79103173
0.7475999999999999,-337202942.84954333
0.7609499999999999,129149236.39648502
0.7743,147066103.01115057
0.78765,-24743348.856588427
0.8009999999999999,76674438.22180201
0.8143499999999999,284383710.71823215
0.8277,-214728975.93869147
0.84105,96058087.25072715
0.8543999999999999,190077122.49584678
0.8677499999999999,66933070.11475635
0.8810999999999999,-19380048.86790532
0.89445,212866595.19991115
0.9077999999999999,122615479.78044407
0.9211499999999999,168623847.5944783
0.9344999999999999,79883219.37369302
0.94785,3942363.6874773926
0.9611999999999999,-185883481.31754634
0.9745499999999999,357831055.0097533
0.9878999999999999,305056015.2184664
1.00125,135314213.73694068
1.0146,55762490.1351108
1.02795,299034595.54229397
1.0413,131964803.7809796
1.0546499999999999,26054120.029115483
1.0679999999999998,89143847.29063255
1.0813499999999998,212208566.0830488
1.0947,264114636.0795963
1.10805,316095435.9593229
1.1214,125581400.5554415
1.13475,8625099.1441495
1.1481,419827117.98699105
1.1614499999999999,280745681.60604876
1.1747999999999998,176079509.86094072
1.1881499999999998,356443040.90089756
1.2015,248521697.9738215
1.21485,154754361.34775567
1.2282,140019648.4270023
1.24155,-31768808.483252343
1.2549,306735361.358578
1.2682499999999999,139891645.40670997
1.2815999999999999,91817383.79759365
1.2949499999999998,34002916.24860921
1.3082999999999998,146002746.8691647
1.32165,258785823.0170599
1.335,119614437.1186444
1.34835,130818951.18781559
1.3617,227176270.3092976
1.3750499999999999,200166184.82928374
1.3883999999999999,262269319.8399853
1.4017499999999998,275694829.09428376
1.4150999999999998,286384863.67850894
1.42845,79352133.07279867
1.4418,256899748.35917342
1.45515,245261692.2278857
1.4685,227701756.69509074
1.48185,397978417.5522585
1.4951999999999999,247169250.5389336
1.5085499999999998,294186879.4288334
1.5218999999999998,205657889.14679408
1.5352499999999998,37784633.17685436
1.5486,176588839.93888062
1.56195,293545917.2455913
1.5753,308462017.56033874
1.58865,88229794.57435943
1.6019999999999999,100398287.70350252
1.6153499999999998,266092395.43058965
1.6286999999999998,350961101.4598917
1.6420499999999998,160824379.0928917
1.6554,126968245.82333502
1.66875,-4502270.956645982
1.6821,429764265.6086205
1.69545,277594561.0125972
1.7087999999999999,369948452.3118991
1.7221499999999998,206769782.77887532
1.7354999999999998,474221419.2086551
1.7488499999999998,454974000.0311798
1.7621999999999998,213065692.79242828
1.77555,317122639.64050245
1.7889,226659074.20161057
1.80225,175851556.32649374
1.8155999999999999,279749490.859145
1.8289499999999999,382494982.82117367
1.8422999999999998,127886900.71382509
1.8556499999999998,362905589.54799986
1.8689999999999998,143478348.56227118
1.88235,469132821.29278934
1.8957,491934462.34263116
1.90905,240031117.9221892
1.9223999999999999,301064719.8989888
1.9357499999999999,238439299.8018215
1.9490999999999998,302507098.6660115
1.9624499999999998,298726812.27503765
1.9757999999999998,147397874.32410848
1.9891499999999998,227873116.6218791
2.0025,257491796.13946858
2.01585,98575542.48179403
2.0292,170855428.94916463
2.04255,238294337.07337606
2.0559,258842079.61832175
2.06925,280542339.15694565
2.0826,160711234.5378956
2.0959499999999998,211173668.5887588
2.1092999999999997,195226918.5736537
2.1226499999999997,274740534.5106607
2.1359999999999997,223931788.74662685
2.1493499999999996,171704412.36859
2.1626999999999996,125483202.67684971
2.17605,-41709089.10637707
2.1894,240871864.88061777
2.20275,166393067.22078547
2.2161,95106688.43996923
2.22945,122088789.85586858
2.2428,90193129.61099006
2.25615,55518001.397417985
2.2695,173603134.17788398
2.28285,103486428.75817187
2.2962,178425656.1400422
2.3095499999999998,167176051.26399386
2.3228999999999997,131684495.29301181
2.3362499999999997,71758919.45252982
2.3495999999999997,68207979.61701672
2.3629499999999997,31255453.78973408
2.3762999999999996,29580583.767530877
2.3896499999999996,131508297.34873575
2.403,61665360.86852927
2.41635,154622853.4583724
2.4297,176813596.63220018
2.44305,97543683.52919203
2.4564,100356042.2518686
2.46975,140249570.66158113
2.4831,29716994.873563346
2.49645,96376195.1091217
2.5098,-23121986.59590822
2.52315,12629360.500701051
2.5364999999999998,14094845.759057732
2.5498499999999997,55021993.94668087
2.5631999999999997,22957064.295557324
2.5765499999999997,80645938.94350484
2.5898999999999996,87703546.25056206
2.6032499999999996,-9606938.136121666
2.6165999999999996,128313751.73940867
2.62995,117016889.96385646
2.6433,17962480.35197289
2.65665,139015177.2906422
2.67,9932650.053415118
2.68335,41665496.96677046
2.6967,27455947.493152697
2.71005,80731638.74448432
2.7234,115998287.29750146
2.73675,33043958.802207004
2.7500999999999998,38306330.187654816
2.7634499999999997,-52347599.85721027
2.7767999999999997,12006748.24853083
2.7901499999999997,98711055.42501546
2.8034999999999997,-57275950.06644862
2.8168499999999996,-15235512.76671172
2.8301999999999996,26926173.516892683
2.8435499999999996,30116518.254665595
2.8569,15305761.349027408
2.87025,10808803.608467866
2.8836,112205264.46702991
2.89695,68622284.46014975
2.9103,3714173.6060446273
2.92365,-1611461.132671291
2.937,17212711.161577523
2.95035,41423967.21130212
2.9637,82984938.63614294
2.9770499999999998,68815586.7634886
2.9903999999999997,32561009.020547032
